index,base_smiles,ligand_smiles,aryl_halide_smiles,additive_smiles,product_smiles,yield
1093,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(I)cc1,Cc1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,79.63886176
1094,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1ccccn1,Cc1ccon1,Cc1ccc(Nc2ccccn2)cc1,86.00345438
1095,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1ccccn1,Cc1ccon1,Cc1ccc(Nc2ccccn2)cc1,92.13719474
1096,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1ccccn1,Cc1ccon1,Cc1ccc(Nc2ccccn2)cc1,91.51096876
1097,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1cccnc1,Cc1ccon1,Cc1ccc(Nc2cccnc2)cc1,30.83522639
1098,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1cccnc1,Cc1ccon1,Cc1ccc(Nc2cccnc2)cc1,92.72370704
1099,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1cccnc1,Cc1ccon1,Cc1ccc(Nc2cccnc2)cc1,92.25602815
1100,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,none,Cc1ccon1,none,0.0
1101,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,10.83765987
1102,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,12.50803772
1103,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(I)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,12.73955434
1104,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,2.394993092
1105,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,11.43188302
1106,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(I)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,12.30347995
1107,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.790590461
1108,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,20.80036721
1109,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(I)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,21.68053196
1110,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,17.93331506
1111,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,19.21909567
1112,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,20.19717377
1113,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,0.0
1114,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,0.0
1115,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,0.0
1116,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,none,c1ccc(-c2ncno2)cc1,none,0.0
1117,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0.790615186
1118,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,2.526419198
1119,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(I)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,3.157273626
1120,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.0
1121,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,2.851219855
1122,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(I)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,6.027659819
1123,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.560055079
1124,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,7.355604
1125,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(I)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,12.61728598
1126,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,11.74526924
1127,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,16.42931186
1128,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,21.0553345
1129,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,25.49533974
1130,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,27.032405800000003
1131,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,none,c1ccc(-c2ncno2)cc1,none,0.0
1132,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,20.40750029
1133,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,35.11112268
1134,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,FC(F)(F)c1ccc(I)cc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,41.66896399
1135,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.786304198
1136,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,13.26476777
1137,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,COc1ccc(I)cc1,c1ccc(-c2ncno2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1,21.13166214
1138,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Cl)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,5.300523111
1139,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(Br)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,36.10138622
1140,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,CCc1ccc(I)cc1,c1ccc(-c2ncno2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1,51.5197813
1141,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,81.90690038
1142,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,90.04314921
1143,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1ccccn1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2ccccn2)cc1,93.69058626
1144,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Clc1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,37.68845114
1145,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Brc1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,63.38036462
1146,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,Ic1cccnc1,c1ccc(-c2ncno2)cc1,Cc1ccc(Nc2cccnc2)cc1,63.36872862
1147,CN1CCCN2CCCN=C12,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C,none,c1ccc(-c2ncno2)cc1,none,0.0
1148,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,9.322132163
1149,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,13.23389373
1150,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,12.65611523
1151,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,COc1ccc(Nc2ccc(C)cc2)cc1,0.862512473
1152,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,o1cc(cn1)c2ccccc2,COc1ccc(Nc2ccc(C)cc2)cc1,11.12595571
1153,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,o1cc(cn1)c2ccccc2,COc1ccc(Nc2ccc(C)cc2)cc1,11.33541199
1154,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,3.848767902
1155,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,o1cc(cn1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,26.55673667
1156,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,o1cc(cn1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,25.42117806
1157,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccccn2)cc1,23.70056273
1158,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccccn2)cc1,25.95507424
1159,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccccn2)cc1,35.80276164
1160,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2cccnc2)cc1,66.85191048
1161,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2cccnc2)cc1,70.56509529
1162,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2cccnc2)cc1,66.6354412
1163,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,none,o1cc(cn1)c2ccccc2,none,0.0
1164,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,3.468901589
1165,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,31.17955703
1166,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,44.26289513
1167,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,COc1ccc(Nc2ccc(C)cc2)cc1,0.0
1168,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,o1cc(cn1)c2ccccc2,COc1ccc(Nc2ccc(C)cc2)cc1,11.31352123
1169,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,o1cc(cn1)c2ccccc2,COc1ccc(Nc2ccc(C)cc2)cc1,33.79435982
1170,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,0.0
1171,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,o1cc(cn1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,36.54381967
1172,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,o1cc(cn1)c2ccccc2,CCc1ccc(Nc2ccc(C)cc2)cc1,78.50560016
1173,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccccn2)cc1,32.19059222
1174,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccccn2)cc1,55.46040564
1175,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccccn2)cc1,81.63511603
1176,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2cccnc2)cc1,4.546243303
1177,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2cccnc2)cc1,60.54913452
1178,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2cccnc2)cc1,71.15077458
1179,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,22.42347536
1180,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,41.46468331
1181,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,o1cc(cn1)c2ccccc2,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,54.24578847
